"date","year","est_pct_illuminated","pct_fixed","accident_num","city","state","fatalities"
1977-07-17,1977,2.3,2.3,"ANC77FA060 "," Wasilla","AK ",2
1977-07-18,1977,6.3,6.3,"DEN77FA048 "," San Mateo","NM ",2
1977-07-18,1977,6.3,6.3,"DEN77FTC19 "," Sheridan","WY ",2
1977-07-18,1977,6.3,6.3,"OAK77FA041 "," Truckee","CA ",1
1977-07-18,1977,6.3,6.3,"CHI77FEE32 "," Wadsworth","IL ",2
1977-07-19,1977,12.5,12.5,"SEA77FYE29 "," Shelton","WA ",1
1977-07-20,1977,20.4,20.4,"NYC77FA072 "," Cheektowaga","NY ",1
1977-07-20,1977,20.4,20.4,"OAK77FA042 "," Eureka","CA ",2
1977-07-21,1977,30,30,"ANC77FA062 "," Ruby","AK ",1
1977-07-21,1977,30,30,"CHI77FA060 "," Plano","IL ",1
1977-07-22,1977,40.9,40.9,"OAK77FA043 "," Jackpot","NV ",4
1977-07-23,1977,52.4,52.4,"MIA77FLT04 "," Tunica","MS ",2
1977-07-23,1977,52.4,52.4,"DEN77FA049 "," Bakersville","CO ",4
1977-07-24,1977,64.1,64.1,"FTW77FA064 "," Shelbyville","TX ",1
1977-07-24,1977,64.1,64.1,"SEA77FA042 "," Arlington","WA ",1
1977-07-24,1977,64.1,64.1,"MKC77FA031 "," Omaha","NE ",3
1977-07-24,1977,64.1,64.1,"OAK77FA044 "," Tahoe Paradise","CA ",2
1977-07-24,1977,64.1,64.1,"FTW77FPA21 "," Sherman","TX ",1
1977-07-25,1977,75.2,75.2,"DEN77FA050 "," Garfield","CO ",1
1977-07-25,1977,75.2,75.2,"SEA77FA043 "," Bernard Creek","ID ",5
1977-07-26,1977,85,85,"MIA77FKQ24 "," Louisville","MS ",1
1977-07-27,1977,92.6,92.6,"IAD78FA010 "," Knoxville","TN ",1
1977-07-27,1977,92.6,92.6,"SEA77FTI16 "," Helena","MT ",2
1977-07-27,1977,92.6,92.6,"MIA77FA071 "," Vienna","GA ",5
1977-07-28,1977,95.15,95.15,"ANC77FA063 "," Ketchikan","AK ",1
1977-07-29,1977,97.7,97.7,"IAD77FA054 "," Fletcher","NC ",3
1977-07-29,1977,97.7,97.7,"MIA77FA072 "," Clanton","AL ",3
1977-07-29,1977,97.7,97.7,"ANC77FA064 "," Anchorage","AK ",1
1977-07-29,1977,97.7,97.7,"SEA77FA045 "," Elk City","ID ",1
1977-07-29,1977,97.7,97.7,"NYC77FHA30 "," Sciota","PA ",1
1977-07-30,1977,99.8,99.8,"NYC77FHA31 "," Avoca","PA ",1
1977-07-30,1977,99.8,99.8,"CHI77FA061 "," Grand Rapids","MI ",1
1977-07-30,1977,99.8,99.8,"ANC77FA066 "," Portage Pass","AK ",5
1977-07-30,1977,99.8,99.8,"CHI77EEP48 "," Prairie Du Chn","WI ",1
1977-07-31,1977,98.9,100.7,"ANC77FA065 "," Sitka","AK ",5
1977-07-31,1977,98.9,100.7,"NYC77FA075 "," Mayfield","NY ",1
1977-07-31,1977,98.9,100.7,"OAK77FA045 "," Reno","NV ",1
1977-08-01,1977,95.3,104.3,"LAX77FA060 "," Encino","CA ",2
1977-08-01,1977,95.3,104.3,"CHI77FET31 "," Valparaiso","IN ",2
1977-08-01,1977,95.3,104.3,"CHI77FA062 "," Oshkosh","WI ",1
1977-08-02,1977,89.4,110.2,"MIA77FA073 "," Leland","MS ",1
1977-08-02,1977,89.4,110.2,"FTW77FA065 "," Wichita Falls","TX ",1
1977-08-02,1977,89.4,110.2,"NYC77FNC43 "," Ft Fairfield","ME ",1
1977-08-02,1977,89.4,110.2,"NYC77FA077 "," No Atlantic Ocean","AO ",1
1977-08-02,1977,89.4,110.2,"IAD77FA055 "," Union City","TN ",1
1977-08-03,1977,81.8,117.8,"ANC77FA069 "," Solo Creek","AK ",1
1977-08-03,1977,81.8,117.8,"MIA77FA074 "," Cusseta","GA ",1
1977-08-04,1977,73,126.6,"FTW77FPA24 "," Hebron","TX ",1
1977-08-04,1977,73,126.6,"MIA77FLA44 "," Jacksonville","FL ",1
1977-08-04,1977,73,126.6,"CHI77FA063 "," Wausau","WI ",3
1977-08-04,1977,73,126.6,"ANC77FA067 "," Bettles","AK ",1
1977-08-04,1977,73,126.6,"NYC77FHJ33 "," Shirley","NY ",1
1977-08-04,1977,73,126.6,"OAK77FA046 "," Crescent City","CA ",2
1977-08-05,1977,63.4,136.2,"OAK77FA056 "," Carmel Valley","CA ",2
1977-08-06,1977,53.6,146,"CHI77FA064 "," De Witt","IL ",4
1977-08-07,1977,43.7,155.9,"OAK77FA047 "," San Ramon","CA ",2
1977-08-07,1977,43.7,155.9,"LAX77FUJ78 "," Mesa","AZ ",3
1977-08-07,1977,43.7,155.9,"LAX77FA063 "," Big Bear City","CA ",2
1977-08-07,1977,43.7,155.9,"MIA77FA076 "," Greenville","SC ",2
1977-08-08,1977,34.2,165.4,"MKC77FER75 "," Lakeville","MN ",1
1977-08-08,1977,34.2,165.4,"FTW77FRJ16 "," Waterproof","LA ",1
1977-08-11,1977,10.4,189.2,"IAD77FA058 "," Unity","MD ",1
1977-08-11,1977,10.4,189.2,"ANC77FA072 "," Wrangell","AK ",6
1977-08-11,1977,10.4,189.2,"DEN77FA052 "," Engle","NM ",4
1977-08-11,1977,10.4,189.2,"NYC77FA078 "," Westport","CT ",2
1977-08-11,1977,10.4,189.2,"DEN77FA051 "," Albuquerque","NM ",2
1977-08-11,1977,10.4,189.2,"FTW77FA067 "," Austin","TX ",1
1977-08-12,1977,5.1,194.5,"SEA77FA047 "," Burns","OR ",1
1977-08-12,1977,5.1,194.5,"IAD77FA059 "," Parkersburg","WV ",4
1977-08-13,1977,1.6,198,"IAD77FA060 "," Petersburg","VA ",1
1977-08-13,1977,1.6,198,"NYC77FA079 "," Lemoyne","PA ",1
1977-08-13,1977,1.6,198,"ANC77FA073 "," Merrill Pass","AK ",2
1977-08-13,1977,1.6,198,"MIA77FA079 "," Ft.lauderdale","FL ",1
1977-08-13,1977,1.6,198,"CHI77FA065 "," Yates City","IL ",3
1977-08-13,1977,1.6,198,"MIA77FA080 "," Vancleave","MS ",3
1977-08-14,1977,0.2,199.4,"MKC77FA033 "," St.louis","MO ",3
1977-08-15,1977,1,1,"OAK77DA053 "," Missing Aircraft","UN ",1
1977-08-15,1977,1,1,"MIA77FKJ69 "," Vincent","AL ",1
1977-08-15,1977,1,1,"FTW77FPG77 "," Cornerstone","AR ",1
1977-08-15,1977,1,1,"NYC77FA081 "," Ottsville","PA ",1
1977-08-16,1977,4.2,4.2,"DEN77FA053 "," Estes Park","CO ",2
1977-08-16,1977,4.2,4.2,"LAX77FUG58 "," 29 Palms","CA ",1
1977-08-17,1977,9.8,9.8,"DEN77FA054 "," Nsalina","UT ",3
1977-08-17,1977,9.8,9.8,"FTW77FA069 "," Fort Worth","TX ",1
1977-08-17,1977,9.8,9.8,"ANC77FA074 "," Delta Junction","AK ",2
1977-08-18,1977,17.5,17.5,"MKC77FA034 "," Carthage","MO ",2
1977-08-18,1977,17.5,17.5,"ANC77FA075 "," Kakhonak","AK ",1
1977-08-18,1977,17.5,17.5,"CHI77FA067 "," Cedar","MI ",4
1977-08-18,1977,17.5,17.5,"FTW77FA070 "," Ida","LA ",1
1977-08-18,1977,17.5,17.5,"SEA77FA048 "," Elgin","OR ",3
1977-08-19,1977,27.1,27.1,"FTW77FA071 "," Healdton","OK ",1
1977-08-19,1977,27.1,27.1,"NYC77FA084 "," Morrisville","PA ",1
1977-08-20,1977,38,38,"MIA77FA081 "," Aero Oasis Apt","FL ",1
1977-08-20,1977,38,38,"OAK77FA049 "," Los Banos","CA ",4
1977-08-20,1977,38,38,"MIA77FKJ76 "," Castleberry","AL ",1
1977-08-20,1977,38,38,"ANC77FA077 "," Deadhorse","AK ",3
1977-08-20,1977,38,38,"OAK77FXQ34 "," Carson City","NV ",1
1977-08-21,1977,49.7,49.7,"SEA77FA049 "," Hansville","WA ",4
1977-08-21,1977,49.7,49.7,"SEA77FYM59 "," Vancouver","WA ",1
1977-08-21,1977,49.7,49.7,"MIA77FA082 "," Yazoo City","MS ",2
1977-08-21,1977,49.7,49.7,"NYC77FA085 "," Pittsburgh","PA ",1
1977-08-22,1977,61.6,61.6,"LAX77FA065 "," Catalina Is","CA ",2
1977-08-22,1977,61.6,61.6,"CHI77FA068 "," Salem","MI ",1
1977-08-22,1977,61.6,61.6,"MIA77FLG33 "," Myrtle Beach","SC ",1
1977-08-23,1977,72.9,72.9,"CHI77FA069 "," Florence","WI ",4
1977-08-25,1977,90.9,90.9,"NYC77FA087 "," New Lebanon","NY ",1
1977-08-25,1977,90.9,90.9,"LAX77FA067 "," Torrance","CA ",4
1977-08-25,1977,90.9,90.9,"LAX77FA066 "," Camarillo","CA ",3
1977-08-25,1977,90.9,90.9,"OAK77FA050 "," Kailua Kona","HI ",2
1977-08-25,1977,90.9,90.9,"MIA77FKQ39 "," Winona","MS ",1
1977-08-26,1977,93.7,93.7,"OAK77FA051 "," Little Norway","CA ",4
1977-08-27,1977,96.5,96.5,"ANC77DA079 "," Yakutat","AK ",7
1977-08-28,1977,99.4,99.4,"NYC77FA088 "," North Wales","PA ",4
1977-08-28,1977,99.4,99.4,"FTW77FA072 "," Canyon","TX ",3
1977-08-28,1977,99.4,99.4,"DEN77FA055 "," Miami","NM ",2
1977-08-28,1977,99.4,99.4,"OAK77FA052 "," Kirkwood","CA ",2
1977-08-28,1977,99.4,99.4,"FTW77FA073 "," Hugo","OK ",3
1977-08-28,1977,99.4,99.4,"NYC77FA089 "," Mt Holley Spgs","PA ",1
1977-08-29,1977,99.7,99.7,"FTW77FRG65 "," Kingsville","TX ",2
1977-08-29,1977,99.7,99.7,"IAD77FA063 "," Manchester","KY ",1
1977-08-30,1977,97.4,102,"LAX77FA068 "," San Dimas","CA ",2
1977-08-30,1977,97.4,102,"MKC77FA036 "," Henning","MN ",1
1977-08-31,1977,92.9,106.5,"NYC77FA090 "," Greenwich","CT ",2
1977-08-31,1977,92.9,106.5,"LAX77FA069 "," Corona","CA ",4
1977-09-01,1977,86.6,112.8,"NYC77FA093 "," Duanesburg","NY ",1
1977-09-01,1977,86.6,112.8,"ANC78DAH09 "," Red Devil Lake","AK ",1
1977-09-02,1977,78.9,120.5,"ANC77FA085 "," Anchorage","AK ",2
1977-09-02,1977,78.9,120.5,"ANC77FA083 "," Minto Lake","AK ",3
1977-09-02,1977,78.9,120.5,"ANC77FA084 "," Palmer","AK ",3
1977-09-03,1977,70.1,129.3,"CHI77FEI42 "," Cleveland","OH ",1
1977-09-03,1977,70.1,129.3,"MKC77FA037 "," Eagle Butte","SD ",3
1977-09-04,1977,60.8,138.6,"MIA77FA083 "," Lodge","SC ",2
1977-09-04,1977,60.8,138.6,"CHI77FEX48 "," Richmond","IN ",1
1977-09-04,1977,60.8,138.6,"SEA77FA050 "," Othello","WA ",1
1977-09-04,1977,60.8,138.6,"CHI77FEM39 "," East Tawas","MI ",1
1977-09-05,1977,51,148.4,"IAD77FA064 "," Harriman","TN ",2
1977-09-05,1977,51,148.4,"NYC77FA095 "," Oval","PA ",2
1977-09-05,1977,51,148.4,"CHI77FEE50 "," Rockford","IL ",1
1977-09-06,1977,41.3,158.1,"LAX77FA070 "," Gorman","CA ",1
1977-09-06,1977,41.3,158.1,"MKC77FA038 "," Jamestown","ND ",1
1977-09-06,1977,41.3,158.1,"DCA77AA026 "," Iliamna","AK ",13
1977-09-07,1977,31.8,167.6,"LAX77FA072 "," San Onofre","CA ",2
1977-09-07,1977,31.8,167.6,"ANC77DAA51 "," Bettles","AK ",1
1977-09-07,1977,31.8,167.6,"MIA77FA085 "," Danville","GA ",3
1977-09-07,1977,31.8,167.6,"MIA77FA086 "," Bunnell","FL ",1
1977-09-07,1977,31.8,167.6,"MIA77FA084 "," Key West","FL ",1
1977-09-08,1977,22.9,176.5,"IAD77AA065 "," Sanford","NC ",5
1977-09-09,1977,14.9,184.5,"LAX77FA071 "," Malibu","CA ",1
1977-09-09,1977,14.9,184.5,"SEA77FA051 "," Bellevue","WA ",2
1977-09-10,1977,8.3,191.1,"NYC77FA096 "," Greenville","ME ",1
1977-09-11,1977,3.4,196,"CHI77FET34 "," Fort Wayne","IN ",1
1977-09-11,1977,3.4,196,"CHI78FA071 "," Milwaukee","WI ",2
1977-09-12,1977,0.6,198.8,"MIA77FA087 "," Jackson","MS ",2
1977-09-12,1977,0.6,198.8,"FTW77FQD28 "," Coyanosa","TX ",1
1977-09-12,1977,0.6,198.8,"DCA77AA027 "," Yakutat","AK ",4
1977-09-12,1977,0.6,198.8,"FTW77FA074 "," Idabel","OK ",3
1977-09-13,1977,0.2,199.2,"MIA77FLA54 "," Nashville","GA ",2
1977-09-14,1977,2.5,2.5,"IAD78FA012 "," Ashford","WV ",1
1977-09-15,1977,7.5,7.5,"FTW77FRJ23 "," Oil City","LA ",1
1977-09-15,1977,7.5,7.5,"MKC77FA039 "," Coldwater","KS ",2
1977-09-16,1977,14.9,14.9,"SEA77FA052 "," Skykomish","WA ",3
1977-09-16,1977,14.9,14.9,"MIA77FA088 "," Lauderhill","FL ",4
1977-09-16,1977,14.9,14.9,"NYC77FA098 "," Montauk Point","NY ",2
1977-09-17,1977,24.4,24.4,"OAK77FA054 "," Soda Springs","CA ",2
1977-09-17,1977,24.4,24.4,"SEA77FA053 "," Clarkston","WA ",1
1977-09-17,1977,24.4,24.4,"CHI77FA072 "," Missing Aircraft","UN ",4
1977-09-18,1977,35.4,35.4,"CHI78FET35 "," Benton Harbor","MI ",1
1977-09-18,1977,35.4,35.4,"MKC77FA040 "," Grand Rapids","MN ",2
1977-09-18,1977,35.4,35.4,"FTW77FRA34 "," Tomball","TX ",1
1977-09-20,1977,59,59,"OAK77FA055 "," Concord","CA ",1
1977-09-21,1977,70.3,70.3,"OAK77FA057 "," Mariposa","CA ",2
1977-09-21,1977,70.3,70.3,"SEA77FA054 "," Ashland","OR ",1
1977-09-22,1977,80.3,80.3,"MIA77FKG81 "," Albany","GA ",1
1977-09-22,1977,80.3,80.3,"LAX77FA064 "," Carlsbad","CA ",1
1977-09-22,1977,80.3,80.3,"IAD77FA067 "," Williamson","WV ",1
1977-09-22,1977,80.3,80.3,"FTW77FPG91 "," Slovak","AR ",1
1977-09-23,1977,88.6,88.6,"NYC77FHM26 "," Westhampton","NY ",1
1977-09-23,1977,88.6,88.6,"DEN77FA058 "," Salida","CO ",6
1977-09-23,1977,88.6,88.6,"CHI77FA073 "," Pontiac","IL ",2
1977-09-24,1977,94.8,94.8,"CHI77FA074 "," Farmersburg","IN ",1
1977-09-24,1977,94.8,94.8,"MIA77FA090 "," Water Valley","MS ",1
1977-09-24,1977,94.8,94.8,"CHI77FEC48 "," Romeo","MI ",1
1977-09-25,1977,96.7,96.7,"LAX77FA075 "," Yucca Valley","CA ",1
1977-09-25,1977,96.7,96.7,"FTW77FA077 "," Nacogdoches","TX ",1
1977-09-25,1977,96.7,96.7,"OAK77FA058 "," No.las Vegas","NV ",2
1977-09-25,1977,96.7,96.7,"MIA77FA091 "," Cleveland","MS ",2
1977-09-25,1977,96.7,96.7,"DEN77FA059 "," Cedar Fort","UT ",1
1977-09-25,1977,96.7,96.7,"IAD77FA068 "," Smithville","TN ",2
1977-09-26,1977,98.6,98.6,"MIA77FA092 "," Delray Beach","FL ",1
1977-09-27,1977,100,100,"DEN77FA060 "," Tensleep","WY ",2
1977-09-27,1977,100,100,"MIA77FA093 "," Auburn","AL ",1
1977-09-28,1977,99.1,100.9,"FTW77FA076 "," Mason","TX ",1
1977-09-28,1977,99.1,100.9,"SEA77FA056 "," Cove","OR ",1
1977-09-29,1977,96,104,"NYC77FA099 "," Mercer","PA ",2
1977-09-29,1977,96,104,"LAX77FVA59 "," Bakersfield","CA ",2
1977-09-29,1977,96,104,"OAK77FA059 "," Pahala","HI ",2
1977-09-30,1977,91,109,"MIA77FA095 "," Stone Mountain","GA ",1
1977-09-30,1977,91,109,"SEA77FA055 "," Reardan","WA ",2
1977-09-30,1977,91,109,"DEN78FA002 "," Cedar Fort","UT ",7
1977-10-01,1977,84.5,115.5,"SEA78FA001 "," Stevens Pass","WA ",7
1977-10-02,1977,76.8,123.2,"DEN78FA001 "," Vernal","UT ",2
1977-10-04,1977,58.7,141.3,"SEA78FA002 "," Lowman","ID ",2
1977-10-04,1977,58.7,141.3,"DEN78FA003 "," Sheridan","WY ",2
1977-10-05,1977,48.9,151.1,"SEA78FA006 "," Umpqua","OR ",2
1977-10-05,1977,48.9,151.1,"FTW78FA001 "," Oklahoma City","OK ",5
1977-10-06,1977,39,161,"MKC78FA001 "," Caldwell","KS ",2
1977-10-08,1977,20.3,179.7,"SEA78FA003 "," Vancouver","WA ",3
1977-10-09,1977,12.3,187.7,"IAD78FA002 "," Wise","VA ",4
1977-10-10,1977,6,194,"IAD78FA003 "," Sparta","TN ",1
1977-10-10,1977,6,194,"FTW78FA003 "," Grand Chenier","LA ",2
1977-10-10,1977,6,194,"MIA78FA002 "," Charleston","SC ",2
1977-10-11,1977,1.7,198.3,"FTW78FPA02 "," Terrell","TX ",2
1977-10-14,1977,5.4,5.4,"MIA77FA005 "," Brunswick","GA ",2
1977-10-14,1977,5.4,5.4,"MIA78FA006 "," Cedar Key","FL ",3
1977-10-15,1977,12.4,12.4,"IAD78FA005 "," Livingston","KY ",3
1977-10-16,1977,21.6,21.6,"OAK78FA001 "," Klamath","CA ",2
1977-10-16,1977,21.6,21.6,"FTW78FA004 "," Dewey","OK ",2
1977-10-19,1977,55.8,55.8,"CHI78FA003 "," Valparaiso","IN ",1
1977-10-19,1977,55.8,55.8,"FTW78FQG03 "," Smyer","TX ",1
1977-10-20,1977,66.9,66.9,"DEN78FQD02 "," Columbus","NM ",1
1977-10-22,1977,85.5,85.5,"LAX78FA002 "," El Cajon","CA ",2
1977-10-22,1977,85.5,85.5,"DEN78FA004 "," Corona","NM ",1
1977-10-22,1977,85.5,85.5,"IAD78FA006 "," Pulaski","TN ",1
1977-10-23,1977,92.2,92.2,"MKC78FA003 "," St Louis","MO ",1
1977-10-23,1977,92.2,92.2,"SEA77FA004 "," Yakima","WA ",4
1977-10-23,1977,92.2,92.2,"MKC78FA002 "," Pierce","NE ",2
1977-10-23,1977,92.2,92.2,"MKC78FA004 "," Blair","NE ",4
1977-10-23,1977,92.2,92.2,"FTW78FA005 "," Dubach","LA ",1
1977-10-23,1977,92.2,92.2,"FTW78FA006 "," Wetumka","OK ",2
1977-10-24,1977,96.9,96.9,"FTW78FA007 "," Albany","TX ",1
1977-10-25,1977,98.2,98.2,"FTW78FPJ04 "," Garber","OK ",1
1977-10-25,1977,98.2,98.2,"OAK78FVW01 "," Tonopah","NV ",2
1977-10-25,1977,98.2,98.2,"MKC78FA005 "," Lamar","MO ",1
1977-10-26,1977,99.5,99.5,"NYC78FA002 "," Randolph","NJ ",1
1977-10-26,1977,99.5,99.5,"SEA78FA005 "," Troutdale","OR ",2
1977-10-26,1977,99.5,99.5,"NYC78FA001 "," Morristown","VT ",4
1977-10-27,1977,99.9,99.9,"MIA78FKQ03 "," Poplarville","MS ",1
1977-10-27,1977,99.9,99.9,"IAD78FA008 "," Morganton","NC ",1
1977-10-27,1977,99.9,99.9,"MIA78FA008 "," Pensacola","FL ",2
1977-10-28,1977,98.3,101.5,"DEN78FA005 "," Kiowa","CO ",1
1977-10-28,1977,98.3,101.5,"MIA77FA009 "," Atlanta","GA ",2
1977-10-29,1977,94.8,105,"CHI78FA004 "," Bidwell","OH ",5
1977-10-29,1977,94.8,105,"FTW78FA008 "," Cedar Hill","TX ",1
1977-10-29,1977,94.8,105,"NYC78FA004 "," Palmyra","NY ",2
1977-10-30,1977,89.6,110.2,"CHI78FA005 "," Francesville","IN ",4
1977-10-30,1977,89.6,110.2,"LAX78FA003 "," Buckeye","AZ ",1
1977-10-30,1977,89.6,110.2,"IAD78FA009 "," Ash","NC ",1
1977-10-30,1977,89.6,110.2,"MIA78FA010 "," Inverness","FL ",2
1977-11-01,1977,75.1,124.7,"MKC78FA006 "," Odessa","MO ",1
1977-11-03,1977,56.6,143.2,"FTW78FPJ05 "," Thomas","OK ",1
1977-11-04,1977,46.5,153.3,"OAK78FA003 "," Las Vegas","NV ",2
1977-11-04,1977,46.5,153.3,"OAK78FA004 "," Willits","CA ",4
1977-11-04,1977,46.5,153.3,"CHI78FA006 "," Columbus","OH ",2
1977-11-04,1977,46.5,153.3,"MKC78FA007 "," Kansas City","KS ",1
1977-11-04,1977,46.5,153.3,"SEA78FA007 "," Gales Creek","OR ",1
1977-11-05,1977,36.3,163.5,"MIA78FA011 "," Sugarloaf Key","FL ",1
1977-11-05,1977,36.3,163.5,"NYC78FA005 "," Claryville","NY ",5
1977-11-06,1977,26.4,173.4,"NYC78FA007 "," Jay","VT ",3
1977-11-06,1977,26.4,173.4,"CHI78FA007 "," Watertown","WI ",1
1977-11-07,1977,17.2,182.6,"IAD78FA011 "," Emmitsburg","MD ",2
1977-11-07,1977,17.2,182.6,"CHI78FA008 "," Eagle River","WI ",1
1977-11-07,1977,17.2,182.6,"FTW78FA011 "," New Orleans","LA ",3
1977-11-07,1977,17.2,182.6,"DEN78FA006 "," Kemmerer","WY ",2
1977-11-09,1977,3.6,196.2,"ANC78FA002 "," Northway","AK ",2
1977-11-11,1977,0.4,199.4,"OAK78FVW03 "," Boulder City","NV ",1
1977-11-12,1977,3.6,3.6,"NYC78FA006 "," Ft Devens","MA ",2
1977-11-13,1977,9.8,9.8,"DEN78FA007 "," Hope","NM ",2
1977-11-13,1977,9.8,9.8,"LAX78FA005 "," Fullerton","CA ",2
1977-11-13,1977,9.8,9.8,"SEA78FA008 "," Newport","WA ",4
1977-11-15,1977,28.7,28.7,"LAX78FA007 "," Newport Beach","CA ",3
1977-11-15,1977,28.7,28.7,"MIA78FA013 "," Greensboro","AL ",7
1977-11-17,1977,51.3,51.3,"CHI788A011 "," New Salem","IN ",5
1977-11-19,1977,72.4,72.4,"ANC78FAD01 "," Goddard","AK ",1
1977-11-20,1977,81.2,81.2,"MIA78FA014 "," Richland","FL ",2
1977-11-21,1977,88.5,88.5,"OAK78FA005 "," Willows","CA ",4
1977-11-21,1977,88.5,88.5,"ANC78FA003 "," Missing Aircraft","UN ",2
1977-11-21,1977,88.5,88.5,"FTW78FA012 "," Waldron","AR ",2
1977-11-22,1977,94.1,94.1,"LAX78FA008 "," Burbank","CA ",2
1977-11-22,1977,94.1,94.1,"CHI78FEV08 "," Carmi","IL ",1
1977-11-23,1977,97.9,97.9,"IAD78FA013 "," Richmond","VA ",1
1977-11-23,1977,97.9,97.9,"NYC78FA010 "," Reedsville","NY ",1
1977-11-23,1977,97.9,97.9,"NYC78FA009 "," North Wales","PA ",1
1977-11-24,1977,99.7,99.7,"IAD78FA014 "," Beckley","WV ",6
1977-11-25,1977,99.65,99.75,"DEN78FA008 "," Carlsbad","NM ",1
1977-11-25,1977,99.65,99.75,"DEN78FA011 "," Missing Aircraft","UN ",2
1977-11-26,1977,99.6,99.8,"OAK78FA006 "," Independence","CA ",4
1977-11-26,1977,99.6,99.8,"LAX78FA009 "," Tucson","AZ ",2
1977-11-27,1977,97.6,101.8,"DEN78FA010 "," Aspen","CO ",1
1977-11-27,1977,97.6,101.8,"FTW78FRJ08 "," Farmerville","LA ",1
1977-11-27,1977,97.6,101.8,"SEA78FA010 "," Moscow","ID ",2
1977-11-28,1977,93.8,105.6,"MKC78FA008 "," Inwood","IA ",2
1977-11-29,1977,88.4,111,"SEA78FA011 "," Pocatello","ID ",2
1977-11-29,1977,88.4,111,"MIA78FA017 "," Lakeport","FL ",1
1977-11-29,1977,88.4,111,"IAD78FA015 "," Pinehurst","NC ",2
1977-11-29,1977,88.4,111,"MKC78FA009 "," Hill City","SD ",1
1977-11-30,1977,81.5,117.9,"IAD78FA016 "," Reston","VA ",1
1977-11-30,1977,81.5,117.9,"MKC78FA010 "," Huron","SD ",2
1977-11-30,1977,81.5,117.9,"NYC78FA011 "," Taunton","MA ",1
1977-12-01,1977,73.3,126.1,"MKC78FA011 "," Canton","SD ",1
1977-12-01,1977,73.3,126.1,"IAD78FA017 "," Cades Cove","TN ",2
1977-12-03,1977,54,145.4,"LAX78FA011 "," Tucson","AZ ",4
1977-12-04,1977,43.4,156,"IAD78FA018 "," Dickson","TN ",2
1977-12-04,1977,43.4,156,"FTW78FA014 "," Langley","OK ",1
1977-12-04,1977,43.4,156,"SEA78FYP05 "," W.richland","WA ",1
1977-12-04,1977,43.4,156,"NYC78FA012 "," Mercer","ME ",2
1977-12-05,1977,32.8,166.6,"IAD78FA019 "," Jessup","MD ",2
1977-12-05,1977,32.8,166.6,"FTW78FA015 "," Wharton","TX ",3
1977-12-05,1977,32.8,166.6,"OAK78FA007 "," Clearlake Oaks","CA ",1
1977-12-08,1977,6.3,193.1,"DEN78FA013 "," Socorro","NM ",3
1977-12-08,1977,6.3,193.1,"FTW78FA016 "," Intracstl City","LA ",17
1977-12-08,1977,6.3,193.1,"MKC78FA012 "," Fordland","MO ",2
1977-12-10,1977,0.2,199.2,"IAD78FA020 "," Elizabethtown","KY ",1
1977-12-11,1977,2,2,"OAK78FA008 "," Watsonville","CA ",1
1977-12-11,1977,2,2,"FTW78FA017 "," Kerrville","TX ",3
1977-12-12,1977,7,7,"NYC78FA013 "," Richland","PA ",2
1977-12-13,1977,14.6,14.6,"FTW78FA018 "," Hot Springs","AR ",1
1977-12-13,1977,14.6,14.6,"DCA78AA001 "," Evansville","IN ",29
1977-12-14,1977,24.1,24.1,"LAX78FA014 "," Catalina Islnd","CA ",1
1977-12-14,1977,24.1,24.1,"MKC78FA013 "," Davenport","IA ",2
1977-12-14,1977,24.1,24.1,"IAD78FA022 "," Ocracoke","NC ",2
1977-12-14,1977,24.1,24.1,"LAX78FA006 "," Laguna Beach","CA ",2
1977-12-15,1977,34.6,34.6,"MIA78FA015 "," Jeffersonville","GA ",1
1977-12-16,1977,45.5,45.5,"MKC78FA014 "," Waukon","IA ",1
1977-12-16,1977,45.5,45.5,"SEA78FA013 "," Quincy","WA ",1
1977-12-16,1977,45.5,45.5,"DEN78FA016 "," Albuquerque","NM ",2
1977-12-16,1977,45.5,45.5,"MIA78DA023 "," Kingston,Jamc","AO ",1
1977-12-17,1977,56.3,56.3,"CHI78FA012 "," Garrettsville","OH ",1
1977-12-17,1977,56.3,56.3,"MIA78AF019 "," Dauphin Island","AL ",1
1977-12-17,1977,56.3,56.3,"LAX78FA013 "," Van Nuys","CA ",2
1977-12-18,1977,66.4,66.4,"DCA78AA005 "," Kaysville","UT ",3
1977-12-18,1977,66.4,66.4,"OAK78FA010 "," Little River","CA ",1
1977-12-18,1977,66.4,66.4,"FTW78FRA11 "," Pearland","TX ",1
1977-12-19,1977,75.6,75.6,"ANC78FA005 "," Anchor Point","AK ",2
1977-12-19,1977,75.6,75.6,"MIA78FA016 "," Vieques,Pr","PR ",5
1977-12-20,1977,83.6,83.6,"NYC78FA015 "," Greenwich","CT ",1
1977-12-21,1977,90.1,90.1,"OAK78FA011 "," Orland","CA ",1
1977-12-22,1977,95.1,95.1,"NYC78FA019 "," Buffalo","NY ",1
1977-12-22,1977,95.1,95.1,"FTW78FA019 "," Giddings","TX ",2
1977-12-22,1977,95.1,95.1,"SEA78FA014 "," Cheshire","OR ",7
1977-12-23,1977,98.3,98.3,"FTW78DQD08 "," Coyanosa","TX ",1
1977-12-23,1977,98.3,98.3,"MIA78FA020 "," Plantation","FL ",2
1977-12-23,1977,98.3,98.3,"MKC78FA016 "," Gordon","NE ",2
1977-12-24,1977,99.05,99.05,"IAD78FA025 "," Sylva","NC ",2
1977-12-24,1977,99.05,99.05,"MIA78DA025 "," Mayaguez,Pr","AO ",3
